ID,頭文字,品目名,読み,類似語,出し方（一覧）,出し方（詳細）,出し方のポイント,URL1
2988,へ,ベビーオイル(容器),べびーおいる（ようき）,,プラスチック製容器包装,,識別表示を確認して出してください。,
2989,へ,ベビーカー,べびーかー,ベビーラック 乳母車 バギー 二人乗りベビーカー 簡易ベビーカー アンブレラ型ベビーカー うばぐるま A型ベビーカー ベビーバギー アンブレラストローラー ベビーカーカバー,粗大ごみ,,,
2990,へ,ベビーカー カバー,べびーかーかばー,,普通ごみ,,,
2991,へ,ベビーカーステップ,べびーかーすてっぷ,,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2992,へ,ベビーゲート,べびーげーと,ベビーガード ベビーフェンス チャイルドゲート 室内柵 チャイルドフェンス 幼児用ゲート 赤ちゃんゲート 安全ゲート とおせんぼ,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
2993,へ,ベビーサークル,べびーさーくる,赤ちゃんサークル 赤ちゃん柵 ベビーゲージ ベビー柵 幼児用安全柵,粗大ごみ,,,
2994,へ,ベビースケール,べびーすけーる,赤ちゃん用体重計,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
2995,へ,ベビーバス,べびーばす,赤ちゃん用の風呂 ベビーオフロ ベビー風呂 ベイビーバス ベビー風呂桶 ベビーばす ベビー用ビニールバス ベビーバスタブ 赤ちゃんふろ ベビー用バスタブ ベビー用お風呂 木浴槽,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
2996,へ,ベビーバスチェア,べびーばすちぇあ,,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
2997,へ,ベビーパウダー,べびーぱうだー,シッカロール ベビーパウダー缶,普通ごみ,,容器はプラスチック製のものはプラスチック製容器包装として、金属製のものは小物金属として出してください。,
2998,へ,ベビーフードの容器（アルミパウチ）,べびーふーどのようき（あるみぱうち）,ベビーフード容器 ベビーフードの空容器,プラスチック製容器包装,,識別表示を確認して出してください。,
2999,へ,ベビーフードの容器（びん）,べびーふーどのようき（びん）,ベビーフード容器 ベビーフードの空容器,空きびん,,空きびんは、袋に入れずに寝かせて空きびん入れに入れることが原則ですが、事情により空きびん入れのない場所では、透明・半透明の袋に入れて出してください。（散乱等のないよう安全には十分注意して出してください。）/金属製のふたは空き缶・ペットボトルとして、プラスチック製のふたはプラスチック製容器包装として出してください。,
3000,へ,ベビー服,べびーふく,赤ちゃん肌着,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
3001,へ,ベビーベッド,べびーべっと,ベビーベット ベビー用ベッド 寝具,粗大ごみ,,ベッド枠とマットレス（スプリング含む）は1セットとして出すことができます。,
3002,へ,ベランダストッカー（金属製）,べらんだすとっかー（きんぞくせい）,灯油ストッカー,粗大ごみ,,,
3003,へ,ベランダストッカー（金属製以外）,べらんだすとっかー（きんぞくせいいがい）,灯油ストッカー,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
3004,へ,ベランダマット(プラスチック製、木製、人工芝タイプのもの),べらんだまっと（ぷらすちっくせい、もくせい、じんこうしばたいぷのもの）,ベランダのマット 樹脂製マット,普通ごみ,,,
3005,へ,ベルト,べると,チェーンベルト バックル 革ベルト べルト スタッズベルト カバンのベルト ゴムベルト スーツケースベルト パワーベルト 腰ベルト 紳士ベルト,普通ごみ,,バックル等金属部分が外せるものは小物金属として出してください。,
3006,へ,便器,べんき,,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
3007,へ,便座カバー,べんざかばー,便座フタカバー トイレの便座カバー,普通ごみ,,,
3008,へ,便座シート,べんざしーと,トイレシート 便座マット 吸着便座シート,普通ごみ,,,
3009,へ,便座のふた,べんざのふた,便器のふた トイレのふた トイレの蓋 便器蓋 便器の上蓋 ウォシュレットのふた 便座ふた 便座蓋 便器の蓋 便座のフタ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
3010,へ,ベンチ（金属製）,べんち（きんぞくせい）,アルミベンチ ガーデンベンチ 収納ベンチ ステンレスベンチ,粗大ごみ,,,
3011,へ,ベンチ（金属製以外）,べんち（きんぞくせいいがい）,木製ベンチ ガーデンベンチ 収納ベンチ,粗大ごみ,,最長辺50cm未満のものは普通ごみとして出してください。,
3012,へ,弁当・食品等の調味料袋,べんとうなどのちょうみりょうふくろ,醤油の小袋 納豆のたれの袋 しょうゆ袋 たれのふくろ 寿司の醤油容器 調味料の袋 納豆たれの袋 納豆たれ 納豆のからし  インスタント麺の調味料袋,プラスチック製容器包装,,中身を使いきってから出してください。（識別表示を確認して出してください。）/汚れがひどいものは普通ごみとして出してください。,
3013,へ,弁当容器(コンビニ等の弁当容器),べんとうようき（こんびにとうのべんとうようき）,お弁当容器 コンビニ弁当の箱 ほかほか弁当 コンビニ弁当箱 お弁当の容器 コンビニ弁当容器 コンビニの弁当 コンビニの弁当器 コンビニ弁当の容器 お弁当ばこ コンビニのお弁当箱 べんとう箱,プラスチック製容器包装,,識別表示を確認して出してください。,
3014,へ,弁当容器(商品として購入したもの),べんとうようき（しょうひんとしてこうにゅうしたもの）,お弁当容器 お弁当の容器 お弁当ばこ　お弁当箱 べんとう箱,普通ごみ,,弁当容器を商品として購入したものは普通ごみとして出してください。,
3015,へ,ペーパークラフト,ぺーぱーくらふと,,ミックスペーパー,,,
3016,へ,ペーパータオル,ぺーぱーたおる,紙タオル,普通ごみ,,未使用のものはミックスペーパーとして出してください。,
3017,へ,ペーパーナイフ（金属製）,ぺーぱーないふ（きんぞくせい）,レターカッター,小物金属,,厚紙等等に包み「刃物キケン」と表示して出してください。,
3018,へ,ペーパーナイフ（金属製以外）,ぺーぱーないふ（きんぞくせいいがい）,レターカッター,普通ごみ,,,
3019,へ,ペーパーナプキン,ぺーぱーなぷきん,紙ナプキン ナフキン,普通ごみ,,,
3020,へ,ペーパーファスナー（金属製）,ぺーぱーふぁすなー（きんぞくせい）,,小物金属,,,
3021,へ,ペーパーファスナー（金属製以外）,ぺーぱーふぁすなー（きんぞくせいいがい）,,普通ごみ,,,
3022,へ,ペーパーホルダー（金属製）,ぺーぱーほるだー（きんぞくせい）,キッチンペーパーホルダー クッキングシートホルダー キッチンペーパーのしん クッキングシートホルダー,小物金属,,,
3023,へ,ペーパーホルダー（金属製以外）,ぺーぱーほるだー（きんぞくせいいがい）,キッチンペーパーホルダー クッキングシートホルダー キッチンペーパーのしん クッキングシートホルダー,普通ごみ,,,
3024,へ,ペール缶(金属製),ぺーるかん（きんぞくせい）,ペールカン 金属容器,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。/なお、事業活動から出るものは市では収集できません。,http://www.city.kawasaki.jp/kurashi/category/24-1-25-0-0-0-0-0-0-0.html
